,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
4320,4320,V1zdeV-q5u8,UCT8Wp-6BugdUHw1ubk_Nrnw,"Obviamente les mencionaré de algo que por supuesto puede resultar ""interesante"" para muy pocos, pero muy ""aberrante"" para muchos, pues es ""algo"" que se les estaría escapando con lo referente analógica hablando en proporciones incluso mucho peores a como es una simple “bomba de humo” o un “volador de luces pirotécnico” pues ""SIN DEJAR DE SER DE MUCHO CUIDADO COMO UN CERTERO DETONANTE DE LOS ÚLTIMOS TIEMPOS"" pues estos DETALLES hacen que toda la humanidad realicen una adoración a dioses encubiertos como lo expresado por Dios para advertirlo a grandes voces como el también analógico popular ""BECERRO DE ORO"" que fundió Aron cuando Moisés se demoró mucho en regresar del Monte del Sinaí con las dos tablas del Decálogo; y yo me refiero a este aparente ""lindo e inocente"" OBELISCO que fue erigido frente al Vaticano en la plaza de Roma insinúa A GRANDES VOCES DE QUIÉN ES QUIÉN... pero de una manera que pasa completamente desapercibido para toda la humanidad, es decir; de donde provienen todas sus doctrinas babilónicas (que es del primer gran imperio después del diluvio, el llamado Caldeo con su gran capital Babilonia), el cual les dio como herencia todas sus doctrinas paganas que se basan en el culto a su principal dios pagano sol a casi todas las iglesias populares de este mundo, lo cual se puede ver por ejemplo, desde el cambio del SÁBADO, que es Séptimo Día Santo, al primer día domingo, que anteriormente en lengua española tenía el mismo nombre, ya que aún se conserva en las lenguas anglo, alemán o en muchos otros idiomas mas, como es domingo, es decir; Día del Sol (... ""Solis Dies"" ..), y este ejemplo es revelado a la simple vista a incluso no recurrir a la HERMENÉUTICA al analizarlos (de las lenguas griegas y/o latinas); Bueno, también se le dan nombres al resto de los días de la semana con características paganas, como Lunes en honor a la Luna, Martes a Marte, Miércoles a Mercurio, Jueves a Júpiter, Viernes de Venus, Sábado de Saturno, pero por este detalle que no te sea de distracción o a engañar, pues este fue un nombre que se le dio después del original dado por Dios, porque el nombre correcto es simplemente Santo Séptimo Día ...pero aun así, las personas ""normales"", sensatas e inteligentes no se dan cuenta de que están bajo un poder hipnótico, y no modifican sus comportamientos erróneos, pues aún creen que Jesús resucitó en un supuesto domingo, en dónde el resultado de esta suma que hasta un simple niño podría hacer que no corresponde con la realidad, y además es refutada por la Biblia muchas veces, porque cuando los escépticos le preguntaron al Mesías de cuál sería su Gran Señal de que Él es el Hijo Ungido de Dios, y Jesús les dijo en una clara respuesta, que su señal sería que estaría en la tumba 3 días y tres noches como el profeta Jonás estuvo en el vientre del gran pez {Mateo 12: 40-41}, pero este signo remarca drásticamente identificando de quien es quien; pues que nunca existen desde su doctrina del supuesto ""Viernes Santo hasta el ""lindo becerro de oro"" que e s el Domingo de Resurrección (... PERO EL NOMBRE REAL DE DIOS DE ESTA FIESTA DE DIOS ES PASCUA EN ESPAÑOL, AUNQUE EN EL IDIOMA INGLES Y MUCHOS OTROS DE EUROPA SE CONFUNDE COMO ""EASTER SUNDAY"", EN HONOR A UNA DIOSA PAGANA, OBVIANDO EL NOMBRE ORIGINAL ES ""PASSOVER"" , Y ESTE SANTO DÍA PUEDE SER QUE ""CAIGA"" CUALQUIER DÍA DE LA SEMANA, PORQUE EL CALENDARIO SANTO DADO POR DIOS ES BASADO SEGÚN LA LUNA COMBINADO SEGÚN LAS 4 ESTACIONES DEL AÑOS, PUES LA LUNA NO GIRA EXACTAMENTE 365,25 ALREDEDOR DE LA TIERRA EN UN AÑO). Y qué decir que el antiguo nacimiento del dios sol que se toma como ahora el supuesto nacimiento de Jesús, porque Herodes el Grande nunca habría realizado el censo en fechas de mucho frío, lluvia e incluso cae mucha nieve en Israel, revelado en muchas Escrituras. Mucho antes. ... como en Esdras 10: 9 o Jeremías 36:22, lo contrario de lo que Lucas escribe que los pastores estaban afuera con su ganado (Lucas 2: 8-12) ... eso es; UNA GRAN ESTAFA PERPETRADA POR EL ACTUAL REINADO DEL ADVERSARIO ... Y TODO ESTO DEBE SER CREÍDO TANTO ASÍ POR LOS CATÓLICOS Y SUS HIJAS, QUE SON LAS IGLESIAS PROTESTANTES ...PARA QUE ENTONCES AL FINAL DE ESTOS TIEMPOS LAS INQUISICIÓN SEA INCLUSO PEOR DE LAS QUE SURGIERON EN EL PASADO MEDIEVAL, Y SE MATARÁN A LOS QUE DICEN LA VERDADERA VERDAD, COMO SE REVELA EN APOCALIPSIS 11 EN LA QUE SACRIFICARÁN A LOS 2 TESTIGOS DE LA MISMA MANERA, LAVÁNDOSE LAS MANOS TODA LA GENTE, POSEÍDAS POR EL ESPÍRITU DEL DIABLO ...(... Y ALGO APARTE; aquí estoy en la fotografía que muestra la ciudad donde estaba Simón el mago que se hizo pasar por Simón Pedro para crear este análogo becerro de oro para engañar a todos en el mundo, como dice Apocalipsis: 12: 9 ...). E IMPONER OTRAS DOCTRINAS USURPADORAS PARA PONERLES UN VELO QUE CUBRA A TODAS LAS NACIONES, Y PATROCINAR LAS FESTIVIDADES PAGANAS BABILONICAS, Y TODO ES PARA QUE NO CUMPLAN CON LAS VERDADERAS ORIGINALES FIESTAS DADAS POR EL VERDADERO DIOS, Y TODO SOBRE ESTE TEMA, USTED LAS PUEDE LEER PRELIMINARMENTE EN ""LEVÍTICOS 23""... E IGUAL ASÍ LA GENTE INTELIGENTE CONTINUA HACIENDO EL MISMO APARENTE “atractivo” ÁRBOL NAVIDEÑO REFUTADO EN TODO JEREMÍAS 10... , O EN OTROS PAÍSES PONER LOS COQUETOS HUEVITOS DE PASCUA DE RESURRECCIÓN, E INCLUSO HACER UNA VISTA SEGADA DE LO QUE DICE EN ECLESIASTÉS 9:5-10, QUE DICE QUE TODOS LOS MUERTOS ESTA DORMIDOS Y NADA SABEN, Y QUE NINGÚN SER HUMANO HA SUBIDO A LOS CIELOS, LEÍDO EN JUAN 13:33, o en otras Escrituras se refiere a este mismo tema, y que no deja de ser un “detalle muy importante"" {coloquialmente hablando}; leído en Hechos 2:34-37; “Porque David no subió a los cielos; pero él mismo dice: Dijo el Señor a mi Señor: Siéntate a mi diestra…”. POR LO CUAL; QUEDA DE MANIFIESTO QUE EL ACTUAL IMPERIO DE LA MENTIRA, RENCILLAS BELICOSAS, MALEFICIOS,GUERRAS, PESTES, ETCÉTERA, ...LE QUEDA POCO TIEMPO, Y ADEMÁS TAMBIÉN SERÁ DESENMASCARADO EL QUE LE HACE CREER A LA HUMANIDD QUE S EXISTIRÍAN SERES ORGÁNICOS EN OTROS PLANETAS, PUES COMO SE ESCRIBIÓ ANTES, SI DIOS ES EL DADOR DE VIDA, Y ESTA NO ES EL FRUTO DEL SIMPLE AZAR DE LAS PROBABILIDADES, DIOS ENTREGARÁ TODA SU NATURALEZA DIVINA PASO A PASO REPRESENTADO EN SUS 7 FIESTAS SANTAS LEÍDAS EN FORMA PRELIMINAR EN LEVÍTICOS 23, Y YO POR SUPUESTO NO TE PODRÉ HACER ENTENDER ESTE SECRETO DE LOS EVANGELIOS, PUES SOLO DIOS ABRE TU MENTE Y TU ESPÍRITU HUMANO CON SU VOLUNTAD SANTA... CONTINUARA SI SOLO LO QUIERES, PUES AHORA DIOS NO OBLIGA A NADIE (...por el momento, pues ya cuando regrese Jesucristo en su Segunda Vez a la tierra; expresado en todo el capitulo 14 de Zacarías -como ya se dijo antes entonces allí el Rey de Reyes - o sea; Jesús Co- Reinará con los otros Reyes que Dios les de la Primera Resurrección - Cristo obligará a los de Egipto a subir a Jerusalén a guardar una de las penúltimas Fiestas Santas dadas por Él dadas en Levíticos 23, que es la de los Tabernáculos {que es mejor otra traducción; tal como la de las Cabañas, Tiendas, o Ramadas ...pues tabernáculos es similar a taberna y/o lugar de venta de alcohol y otras cosas no buenas ante el Creador de los Cielos y de la tierra °}, y si los de estas naciones no quieran hacer, el pago les será sequías), ¿Espero que todo les quede MUY claro a los que aun creen que Jesucristo ""clavó el Decálogo en la Cruz? ...sino que su misión en su primera venida fue morir por nosotros por nuestra transgresión de Mandamientos, pues la paga del pecado es la muerte, y la dádiva de Dios es entregarnos la Vida Eterna....",obviament mencionar supuesto pued resultar interesant poco aberrant pue escapando referent anal gica hablando proporcion incluso peor simpl bomba humo volador luce pirot cnico pue dejar cuidado certero detonant ltimo tiempo pue detal hacen toda humanidad realicen adoraci dios encubierto expresado dio advertirlo grand voce tambi anal gico popular becerro fundi aron moi demor regresar mont sina tabla logo refiero aparent lindo inocent obelisco erigido frent vaticano plaza roma insin grand voce manera pasa completament desapercibido toda humanidad decir provienen toda doctrina babil nica primer gran imperio despu diluvio llamado caldeo gran capit babilonia herencia toda doctrina pagana basan culto princip dio pagano casi toda iglesia popular mundo pued ejemplo cambio bado ptimo santo primer domingo anteriorment lengua espa mismo nombr conserva lengua anglo alem idioma domingo decir soli die ejemplo revelado simpl vista incluso recurrir hermen utica analizarlo lengua griega latina bueno tambi nombr resto semana caract stica pagana lune honor luna mart mart rcole mercurio juev piter viern venu bado saturno detal distracci enga pue nombr despu origin dado dio nombr correcto simplement santo ptimo persona normal sensata inteligent cuenta bajo poder hipn tico modifican comportamiento neo pue creen resucit supuesto domingo resultado suma simpl podr hacer correspond realidad adem refutada biblia mucha vece ptico preguntaron gran hijo ungido dio dijo clara respuesta tumba tre noch profeta vientr gran mateo signo remarca sticament identificando pue nunca existen doctrina supuesto viern santo lindo becerro domingo resurrecci nombr real dio fiesta dio pascua espa aunqu idioma ingl europa confund easter sunday honor diosa pagana obviando nombr origin passov santo pued caiga cualquier semana calendario santo dado dio basado luna combinado estacion pue luna gira exactament alrededor tierra decir antiguo nacimiento dio toma ahora supuesto nacimiento herod grand nunca habr realizado censo fecha lluvia incluso mucha niev israel revelado mucha escritura esdra jerem contrario luca escrib pastor afuera ganado luca gran estafa perpetrada actual reinado adversario debe lico hija iglesia protestant entonc final tiempo inquisici incluso peor surgieron pasado mediev matar dicen verdadera verdad revela apocalipsi sacrificar testigo misma manera ndose mano toda gent pose ritu diablo apart fotograf muestra ciudad mago hizo pasar pedro crear logo becerro enga mundo dice apocalipsi impon doctrina usurpadora ponerl velo cubra toda nacion patrocinar festividad pagana babilonica cumplan verdadera original fiesta dada verdadero dio tema ust pued leer preliminarment tico igual gent inteligent continua haciendo mismo aparent atractivo rbol navid refutado jerem poner coqueto huevito pascua resurrecci incluso hacer vista segada dice eclesiast dice muerto dormido saben ning humano subido cielo juan escritura refier mismo tema deja detal important coloquialment hablando hecho david subi cielo mismo dice dijo ntate diestra queda manifiesto actual imperio mentira rencilla belicosa maleficio guerra pest tera queda tiempo adem tambi desenmascarado hace creer humanidd existir sere nico planeta pue escribi dio dador vida fruto simpl azar probabilidad dio entregar toda naturaleza divina paso paso representado fiesta santa forma preliminar tico supuesto podr hacer entend secreto evangelio pue solo dio abr ment ritu humano voluntad santa continuara solo quier pue ahora dio obliga nadi momento pue regres jesucristo segunda tierra expresado capitulo zacar dijo entonc rey reinar rey dio primera resurrecci cristo obligar egipto subir jerus guardar ltima fiesta santa dada dada tico tabern culo mejor traducci caba tienda ramada pue tabern culo similar taberna lugar venta alcohol cosa buena creador cielo tierra nacion quieran hacer pago sequ espero qued claro creen jesucristo clav logo cruz sino misi primera venida morir transgresi mandamiento pue paga pecado muert diva dio entregarno vida eterna,[0. 0. 0. ... 0. 0. 0.],0.0
4321,4321,V1zdeV-q5u8,UCN3ZuJRV5QlPheA7magWLJA,Que buen reportaje ahora ya conocemos la verdad 👍,buen reportaj ahora conocemo verdad,[0. 0. 0. ... 0. 0. 0.],1.0
4322,4322,V1zdeV-q5u8,UC-pPqPiHHi1Xmi4LUrnvrMQ,I love Lutero,love lutero,[0. 0. 0. ... 0. 0. 0.],1.0
4323,4323,V1zdeV-q5u8,UCksKiXOWJ8RE5Lhg5ubjUuw,"Me encanto el gran detalle de poner  Castillo fuerte de música de fondo,muy buena referencia ❤️🙏🏻",encanto gran detal poner castillo fuert sica fondo buena referencia,[0. 0. 0. ... 0. 0. 0.],1.0
4324,4324,V1zdeV-q5u8,UCpw9_kpX5WZk_k8ViLADAJg,"Excelente información, gracias!",excelent informaci gracia,[0. 0. 0. ... 0. 0. 0.],1.0
4325,4325,V1zdeV-q5u8,UCeWWVYrOCRPpZVOiAXYrq8g,❤LUTERO FUÉ UTILIZADO POR DIOS PARA CONOCER LA VERDAD Y LA VERDAD TE HARÁ LIBRE.,lutero utilizado dio conoc verdad verdad libr,[0. 0. 0. ... 0. 0. 0.],0.0
4326,4326,V1zdeV-q5u8,UCBzzgI06N3X4ly5xwdNFtYA,Minuto 3:38 Pregunto: ¿Se conserva algún ejemplar en algún museo? ¿Podemos conocer un faccimilar? ¿Cuánto cuesta la franquicia?,minuto pregunto conserva ejemplar museo podemo conoc faccimilar cuesta franquicia,[0. 0. 0. ... 0. 0. 0.],0.0
4327,4327,V1zdeV-q5u8,UCBiEoYL2vh0VtRv9r5kfOuw,CON  LA  APOSTACIA DE  MARTIN  LUTERO Y SU  RELIGION  O MOVIMIENTO PROTESTANTE QUE SE INVENTO  NO SE  SALVA NI EL  MISMO CON SU INVENTO YA QUE MURIO Y  NO HA  RESUCITADO DEMOSTRANDO  DOCTRINA  FALSA PARA EL Y  SUS SEGUIDORES  EN CAMBIO LA IGLESIA  CATOLICA FUNDADA POR  CRISTO EL SI MURIO Y RESUCITO AL TERCER DIA  Y TIENE MUCHOS MILAGROS LEER MATEO  16  AL  2O  LAS DEMAS  SON DOCTRINAS DE  HOMBRES  PECADORES  FALSOS  PROFETAS  LOBOS CON PIEL DE  OVEJA OJO  SOLO  JESUS  TIENE PALABRAS DE  VIDA  ETERNA  AMEN,apostacia martin lutero religion movimiento protestant invento salva mismo invento murio resucitado demostrando doctrina falsa seguidor cambio iglesia catolica fundada cristo murio resucito tercer milagro leer mateo dema doctrina hombr pecador falso profeta lobo piel oveja solo jesu palabra vida eterna amen,[0. 0. 0. ... 0. 0. 0.],0.0
4328,4328,V1zdeV-q5u8,UCFLoRAH541Db_1g014REu4g,Gracias por la instrucción. 😃,gracia instrucci,[0. 0. 0. ... 0. 0. 0.],0.0
4329,4329,V1zdeV-q5u8,UCkCXz2gTNDWv6TpEwfvUTVw,La música de fondo es Castillo fuerte de Martín Lutero ❤️❤️❤️,sica fondo castillo fuert mart lutero,[0. 0. 0. ... 0. 0. 0.],0.0
4330,4330,qB-2adrSTC8,UCrv6k79zeiJAXNgMDcZTqKw,Creo que el mejor ejemplo de renovación de la monarquía que ha dado el Rey al amonestar a su propio hijo Harry por haber fomentado la separación Familiar es un gran inicio de respeto a su Reino y a lo que significa ser Rey de una familia Inglesa,creo mejor ejemplo renovaci monarqu dado amonestar propio hijo harri haber fomentado separaci familiar gran inicio respeto reino significa familia inglesa,[0. 0. 0. ... 0. 0. 0.],0.0
4331,4331,qB-2adrSTC8,UCnAD_OzIYj9YXwVl9ffXKhg,Tranquilos la maldicion sobre los nuevos coronados está en marcha...solo hay una reina del pueblo DIANA !!!! PUES ELLA MISMA LO DIJO QUIERO SER REINA DEL PUEBLO Y LO CONSIGUIÓ EN NUESTROS ♥ ♥️ 💞 camila y calos caerán por su propia soberbia,tranquilo maldicion nuevo coronado marcha solo reina pueblo diana pue misma dijo quiero reina pueblo consigui camila calo caer propia soberbia,[0. 0. 0. ... 0. 0. 0.],0.0
4332,4332,qB-2adrSTC8,UCgVOSkl-gAayKoknzqh8jxA,Mantener la buena y priviligiada vida,manten buena priviligiada vida,[0. 0. 0. ... 0. 0. 0.],1.0
4333,4333,qB-2adrSTC8,UCZRDoOdtMHPSNQiOyNRyeww,Es natural que el pueblo inglés esté descontento en este presente de gravedad económica el Brexit les hace gran daño a su economía. La Conoracion de Carlos III no es celebrada por la mayoria del pueblo inglés.,natur pueblo ingl descontento present gravedad econ mica brexit hace gran econom conoracion carlo celebrada mayoria pueblo ingl,[0. 0. 0. ... 0. 0. 0.],0.0
4334,4334,qB-2adrSTC8,UCQc9gILJbdQ9TBtXueDJfhw,😂 😂 😂 😂 Crisis por sus propias sanciones 😂 😂 😂 😂,crisi propia sancion,[0. 0. 0. ... 0. 0. 0.],0.0
4335,4335,qB-2adrSTC8,UCACzQ4zW8wbfP-M1DeGIBjg,"Que diferencia a los plebeyos de españistan les gusta Iamer el cuIo a su monarca,",diferencia plebeyo espa istan gusta iamer cuio monarca,[0. 0. 0. ... 0. 0. 0.],-1.0
4336,4336,qB-2adrSTC8,UCX8at-q-xQZjAckDFg00bDg,Harry salto del 🇬🇧👑Titanic de la monarquia inglesa....se tiro al agua 😅,harri salto titan monarquia inglesa tiro agua,[0. 0. 0. ... 0. 0. 0.],0.0
4337,4337,qB-2adrSTC8,UCC0J44JdhfdHVl9pcJygz2A,"Cuando la fiesta nacional
Yo me quedo en la cama igual,
Que la música militar
Nunca me supo levantar.",fiesta nacion quedo cama igual sica militar nunca supo levantar,[0. 0. 0. ... 0. 0. 0.],-1.0
4338,4338,qB-2adrSTC8,UCGDsvgyElQO7bBdhz6Xt15Q,A las  monarquías les quedan 4 días,monarqu quedan,[0. 0. 0. ... 0. 0. 0.],0.0
4339,4339,qB-2adrSTC8,UCDs8aELyGjc23KmoELiw1Wg,"todo esto de rey , reinos y mierdas de este estilo , es la milongada mas grande que se ha inventado el ser humano después de la democracia",reino mierda estilo milongada grand inventado humano despu democracia,[0. 0. 0. ... 0. 0. 0.],-1.0
4340,4340,qB-2adrSTC8,UCu1RAZGK3HUoVkmQ6WYzziA,Una bendecida tarde noche para cada uno de los que están aquí y los de allá La Unión hace la fuerza y Dios da la inteligencia pero solo el que pide la ayuda gracias por compartir la Buena noticia y la mala noticia 🙏🤝🌍 d todo ❤️,bendecida tard noch cada hace fuerza dio inteligencia solo pide ayuda gracia compartir buena noticia mala noticia,[0. 0. 0. ... 0. 0. 0.],1.0
4341,4341,qB-2adrSTC8,UCB9g_QE7R5F-7pSRdRz4kPw,Escocia nunca se va a separar del Reino Unido. El 80% son del no a la independencia.,escocia nunca separar reino unido independencia,[0. 0. 0. ... 0. 0. 0.],0.0
4342,4342,qB-2adrSTC8,UCLXug38OZmwUAnFK29Si4LQ,"Los trabajadores de RTVE deben responder a sus jefes al servicio de la derecha empresarial y sus sicarios y defender la democracia interna , no permitas compañero que podemos sea excluido por el régimen del 78,no os calleis ✊✊✊✊🟥⬛",trabajador rtve deben respond jefe servicio derecha empresari sicario defend democracia interna permita compa podemo excluido gimen callei,[0. 0. 0. ... 0. 0. 0.],-1.0
4343,4343,qB-2adrSTC8,UC4IXMrDxlB2LReGOBiTCTpg,"Si pasa ""rápido"" la corona a s.a. William. Es decir, ya los reyes se deben retirar cuando el heredero tenga 40 años y esté listo. Y asimismo debe hacer s.m. Felipe de España cuando la bella Leonor tenga 40 años de edad.",pasa pido corona william decir rey deben retirar heredero listo asimismo debe hacer felip espa bella leonor edad,[0. 0. 0. ... 0. 0. 0.],0.0
4344,4344,qB-2adrSTC8,UC8QS4tTL7EhZuC6pzQPZpgw,"A los rodillas peladas de RTVE les han prohibido hablar y esclarecer el atentado Lady Di.
Quién la mató? 
Seguramente,Carlos,el orejón.",rodilla pelada rtve prohibido hablar esclarec atentado ladi segurament carlo orej,[0. 0. 0. ... 0. 0. 0.],0.0
4345,4345,qB-2adrSTC8,UCvd5Og2AHIK61gNR-u6SeMA,"Ya que va a seguir existiendo y barato no es, aunque cada vez haya más detractores en el Reino Unido, podían nombrar al hijo directamente y una coronación menos. Este señor supera los 70 y en no demasiados acabará bajo tierra.",seguir existiendo barato aunqu cada detractor reino unido nombrar hijo directament coronaci meno supera demasiado acabar bajo tierra,[0. 0. 0. ... 0. 0. 0.],-1.0
4346,4346,qB-2adrSTC8,UCAcFmwEomP896k72D_uNG2w,Los ingleses son muy monárquicos 🇬🇧🇬🇧🇬🇧,ingles rquico,[0. 0. 0. ... 0. 0. 0.],0.0
4347,4347,0eTL4ikxPgg,UCFYqNfxE5JWNeYuZuaM4YNQ,"* Nota al vídeo, agregada por Rafael Maldonado de Guevara: El centro de la administración de los negocios de los Fúcares estaba en Almagro, pero las minas estaban en Almadén, también provincia de Ciudad Real.",nota agregada rafael maldonado guevara centro administraci negocio care almagro mina almad tambi provincia ciudad real,[0. 0. 0. ... 0. 0. 0.],0.0
4348,4348,0eTL4ikxPgg,UCixIwHg29LBp7gjp3xtK0wQ,"No les parece curioso, que un español te cuente, según el es la verdadera historia de el Gran libertador Simón Bolívar que chiste 😂",parec curioso espa cuent verdadera historia gran libertador chist,[0. 0. 0. ... 0. 0. 0.],0.0
4349,4349,0eTL4ikxPgg,UCwGPxwk9Q8Xjn3R16ha7TaQ,Solo la verdad nos hará libres,solo verdad libr,[0. 0. 0. ... 0. 0. 0.],0.0
4350,4350,0eTL4ikxPgg,UCieEGkRF68l826k7xdmXAvQ,"Y así es con casa personaje histórico. La leyenda los blanquea hasta dejarlos asépticos, inhumanos. La Historia tiene el deber de ser objetiva e ir más allá en su verdadera dimensión. Aprendí nuevas cosas sobre el Libertador.",casa personaj hist rico leyenda blanquea dejarlo ptico inhumano historia deber objetiva verdadera dimensi aprend nueva cosa libertador,[0. 0. 0. ... 0. 0. 0.],0.0
4351,4351,0eTL4ikxPgg,UC31VIWXgYalnlugFnhyFyOw,https://youtu.be/VWH6SZlnJcc?si=PWrRAGDH8xaYDAXO,http youtu szlnjcc pwrragdh xaydaxo,[0. 0. 0. ... 0. 0. 0.],0.0
4352,4352,0eTL4ikxPgg,UC31VIWXgYalnlugFnhyFyOw,Sr. barbudo. Usted no se va a tumbar con sus cuentos lo real y evidente. Simon Bolívar es el libertador de 5 naciones. Eso es lo concreto.,barbudo ust tumbar cuento real evident simon libertador nacion concreto,[0. 0. 0. ... 0. 0. 0.],0.0
4353,4353,0eTL4ikxPgg,UCvXuL-9Ohh_iWFvQKHA_aBA,"Las naciones que han surgido de la desposesión, del encarcelamiento y de la
 masacre de población indígena tienen dos problemas con la Historia: uno, 
que su indignidad hace difícil que puedan ser ensalzadas, y dos, que su 
violencia expone la debilidad de cualquier reclamación acerca de que esa 
sea «su tierra».

",nacion surgido desposesi encarcelamiento masacr poblaci gena problema historia indignidad hace puedan ensalzada violencia expon debilidad cualquier reclamaci acerca tierra,[0. 0. 0. ... 0. 0. 0.],-1.0
4354,4354,0eTL4ikxPgg,UCvXuL-9Ohh_iWFvQKHA_aBA,"El trastorno que supuso para los pueblos originarios la concepción europea de la tierra como mercancía y heredad otorgada por el Dios bíblico representó, en palabras de Carlos Rivas, profesor de la Universidad Politécnica Territorial del estado Mérida “Kléber Ramírez” (De la Cultura Comunera al Movimiento Comunero. Los Andes Venezolanos en su largo proceso histórico), “un proceso de re-ordenamiento, territorial, de un re-planteamiento cultural” que conducirá al despojo del territorio ocupado y a la desaparición de sus creencias y demás elementos que conformaban su cultura ancestral. Como reseña Rivas, “la propiedad de la tierra era una concepción absolutamente desconocida por las poblaciones indígenas en los Andes venezolanos, lo común formaba parte del devenir cotidiano, por tanto, el proceso posterior a la llegada del europeo, va a consistir, no sólo en desarrollar la noción de propiedad sobre la tierra y sobre los cuerpos, sino en implementar una cultura del robo y apropiación de la fuerza de trabajo del individuo en resguardo”. Por eso, a los ojos de los europeos y de quienes en el presente defienden esta postura, la tierra no debería ser una posesión colectiva o comunitaria ni, menos,  estar ocupada por seres inferiores y poco interesados en explotarla a gran escala, contentos con una exigüa producción agrícola.",trastorno supuso pueblo originario concepci europea tierra mercanc heredad otorgada dio blico repres palabra carlo riva profesor universidad polit cnica territori rida cultura comunera movimiento comunero and venezolano largo proceso hist rico proceso ordenamiento territori planteamiento cultur conducir despojo territorio ocupado desaparici creencia elemento conformaban cultura ancestr rese riva propiedad tierra concepci absolutament desconocida poblacion gena and venezolano formaba part devenir cotidiano proceso posterior llegada europeo consistir desarrollar noci propiedad tierra cuerpo sino implementar cultura robo apropiaci fuerza trabajo individuo resguardo ojo europeo present defienden postura tierra deber posesi colectiva comunitaria meno ocupada sere inferior interesado explotarla gran escala contento exig producci cola,[0. 0. 0. ... 0. 0. 0.],0.0
4355,4355,0eTL4ikxPgg,UCmUVXl4-IYwaqEST4FlSiLg,"Hay que recordar que leyenda rosa española trata de culpar de todo a Bolivar intuyendo que este tenia propositos de dominar America algo totalmente dudoso y sin fundamento real ya que no se menciona como tal en la historia y solo lo dan por hecho. Pero si que Bolivar y muchos otros veian al ya decadente imperio español al cual Napoleon conquisto tan sencillamente como un lastre para America la cual alimentaba a la España Europea con sus recursos, e incluso a Inglaterra que robaba inumerables riquezas mediante corsarios de la corona a los buques españoles que transportaban dichos recursos desde America para España, misma causa de muchos movimientos revolucionarios que hubieron incluso mucho antes de Bolivar que veian de mala manera el mal uso de los recursos americanos en Europa donde llegaban tantas riquezas americanas que hasta tuvieron una devaluacion monetaria de la plata que llegaba a la peninsula. Tambien toman como desprestigio la intervencion inglesa cosa que era comun entre los imperios europeos involucrarse en los levantamientos coloniales de los imperios rivales como la ayuda de Francia a la independencia estadounidense por ejemplo y cientos de ejemplos similares, Por ultimo no hay que olvidar que varios imperios nombraban como ciudadanos a los habitantes de los pueblos sometidos obviamente de forma forzosa debido el sometimiento y no de buena gana. asi que no se puede nombrar como ""guerra civil"" a la lucha de un territorio conquistado que anhela la independencia de su conquistador.",recordar leyenda rosa espa trata culpar bolivar intuyendo tenia proposito dominar america totalment dudoso fundamento real menciona historia solo hecho bolivar veian decadent imperio espa napoleon conquisto sencillament lastr america alimentaba espa europea recurso incluso inglaterra robaba inumer riqueza mediant corsario corona buqu espa ole transportaban dicho recurso america espa misma causa movimiento revolucionario incluso bolivar veian mala manera recurso americano europa llegaban tanta riqueza americana devaluacion monetaria plata llegaba peninsula tambien toman desprestigio intervencion inglesa cosa comun imperio europeo involucrars levantamiento colonial imperio rival ayuda francia independencia estadounidens ejemplo ciento ejemplo similar ultimo olvidar vario imperio nombraban ciudadano habitant pueblo sometido obviament forma forzosa debido sometimiento buena gana pued nombrar guerra civil lucha territorio conquistado anhela independencia conquistador,[0. 0. 0. ... 0. 0. 0.],-1.0
4356,4356,0eTL4ikxPgg,UCQx-s43K-xq5m7PeWxtpobQ,el malvado bolivar queria ser emperador de america  substituyendo al bien amado emperador español......,malvado bolivar queria emperador america substituyendo bien amado emperador espa,[0. 0. 0. ... 0. 0. 0.],-1.0
4357,4357,0eTL4ikxPgg,UC0DxcHksAfZyZtFNwWRVPsQ,Bolivar la pesadilla de los españoles y Dios de los latinos más nada bolivar el verdadero Goat 🐏,bolivar pesadilla espa ole dio latino bolivar verdadero goat,[0. 0. 0. ... 0. 0. 0.],0.0
4358,4358,0eTL4ikxPgg,UC0DxcHksAfZyZtFNwWRVPsQ,Bolivar es God 🐏,bolivar,[0. 0. 0. ... 0. 0. 0.],0.0
4359,4359,0eTL4ikxPgg,UCuhPl7BSpknIj7zVdPIB-Qg,la negativa a conceder un titulo de nobleza a la família Bolivar no tiene algo que ver con la presencia de un mulato/a en su arbol genealogico?,negativa conced titulo nobleza bolivar presencia mulato arbol genealogico,[0. 0. 0. ... 0. 0. 0.],0.0
