,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
4522,Aa8PiF3Ph6w,UCuFT6TlqfNayj2fKYLSw_Rg,"Franco fue necesario si España apoyaba a Hitler, mas gente hubeira muerto que por la guerra civil, y si España caia con los rojos, igual habria muerto mas gente, de hambre o de guerra, asi los rOJETES actuales sigan llorando que se le recuerde, ese hombre cambio el rumbo de España",[0. 0. 0. ... 0. 0. 0.],franco necesario espa apoyaba hitler gent hubeira muerto guerra civil espa caia rojo igual habria muerto gent hambr guerra rojet actual sigan llorando recuerd hombr cambio rumbo espa,-1.0
4524,Aa8PiF3Ph6w,UCcEBViiO_hh4_8OQur6SOOw,"Jaja 😂 dictadura, dictadura es la de Larry Fink y su BlackRock",[0. 0. 0. ... 0. 0. 0.],jaja dictadura dictadura larri fink blackrock,-1.0
4525,Aa8PiF3Ph6w,UCxKZ6GfN9HcnfDWty4o6uog,Una semana tardaron en derogar el saludo fascista después d terminar la segunda guerra mundial. Asesino a la par d cobarde.,[0. 0. 0. ... 0. 0. 0.],semana tardaron derogar saludo fascista despu terminar segunda guerra mundial asesino cobard,-1.0
4527,Aa8PiF3Ph6w,UC4xDKtF_z3meUfaCK7ma5ow,"Lo que no dice este documental es que el hospital donde murió Franco era parte del sistema universal de salud que entre otras cosas instauró Franco en España. Lo de que su monumento es la clase media española, es muy significativo. Durante los 40 años de Franco a la cabeza de España, este país fue de una pobreza absoluta a una transformación a través de una revolución industrial en medio del aislamiento por parte de Europa, el plan hidrológico nacional, la subida de renta per capita, etc… 
En fin que los mequetrefes de políticos que hay ahora multiplicados por el mundo se están gastando lo que se ganó en esta época de paz en España y están devolviendo a la clase media de entonces a la pobreza de antes de la guerra. Repetimos la historia? Ya lo creo que si.",[0. 0. 0. ... 0. 0. 0.],dice document hospit muri franco part sistema univers salud cosa instaur franco espa monumento clase media espa significativo franco cabeza espa pobreza absoluta transformaci trav revoluci industri medio aislamiento part europa plan hidrol gico nacion subida renta capita mequetref tico ahora multiplicado mundo gastando poca espa devolviendo clase media entonc pobreza guerra repetimo historia creo,-1.0
4529,Aa8PiF3Ph6w,UCkqz0lZPdwnHZ4QKjZQkRPg,El primer error de la recuperada democracia; la imposición de la Monarquia. Debería haberse hecho un referéndum para dejar clara la postura del pueblo.,[0. 0. 0. ... 0. 0. 0.],primer error recuperada democracia imposici monarquia deber habers hecho refer ndum dejar clara postura pueblo,-1.0
4530,Aa8PiF3Ph6w,UCYjlAYDxV__bfn--HV9CSDg,Siempre a los que aman a su pais de verdad les llaman dictadores Franco salvo España del comunismo y ahora España desteñida de lo que era esta con un corrupto como Sanchez izquierdista de nombre .El hijo del rey Jaun Carlos no demuedtra ser catolico y edta con la agenda masonica .Ojala se vislumbre un cambio en la monarquia con  Leonor,[0. 0. 0. ... 0. 0. 0.],siempr aman pai verdad llaman dictador franco salvo espa comunismo ahora espa dest corrupto sanchez izquierdista nombr hijo jaun carlo demuedtra catolico edta agenda masonica ojala vislumbr cambio monarquia leonor,-1.0
4531,Aa8PiF3Ph6w,UCXxEvgTP9R-Dz18eMCnHmmg,"Como Ermenegildo Franco, teria salvado da bastardia genocida, o seu regime.",[0. 0. 0. ... 0. 0. 0.],ermenegildo franco teria salvado bastardia genocida regim,-1.0
4533,Aa8PiF3Ph6w,UC6alSqxT7iQAETOA5TNpiXA,Los americanos estaban detrás del atentado,[0. 0. 0. ... 0. 0. 0.],americano detr atentado,-1.0
4535,Aa8PiF3Ph6w,UCxtDr_FaGxCZlERsqBfnDNQ,Boicot a los catalanes y vascos... contra sus privilegios y por la igualdad de todos los españoles,[0. 0. 0. ... 0. 0. 0.],boicot catalan vasco privilegio igualdad espa ole,-1.0
4536,Aa8PiF3Ph6w,UCwayRGAQVP60u6xxJViWKtw,JUANKA EL BOBON,[0. 0. 0. ... 0. 0. 0.],juanka bobon,-1.0
4537,Aa8PiF3Ph6w,UC9a7mdZkzFhyXlLduRNT6xQ,"Franco dejó un nefasto heredero, PARTIDO POLÍTICO VOX",[0. 0. 0. ... 0. 0. 0.],franco nefasto heredero partido tico,-1.0
4540,VNtgyKyh4RQ,UCOI2u5Okw9VE6Y3I-_6i6Dg,"Carlos Arias,,  iba a facilitar la apertura política??? El rey lelo tampoco tuvo nada que ver",[0. 0. 0. ... 0. 0. 0.],carlo aria facilitar apertura tica lelo tampoco,-1.0
4541,VNtgyKyh4RQ,UCOI2u5Okw9VE6Y3I-_6i6Dg,"EL Rey lelo, carece de toda autoridad moral...",[0. 0. 0. ... 0. 0. 0.],lelo carec toda autoridad moral,-1.0
4542,VNtgyKyh4RQ,UCKZlxHqk1wBfuebVD-RZvHg,"y el felipe gonzales dando lecciones de democracia ? es de risa, felipe gonzales es un lacayo de la cia",[0. 0. 0. ... 0. 0. 0.],felip gonzal dando leccion democracia risa felip gonzal lacayo,-1.0
4543,VNtgyKyh4RQ,UCKZlxHqk1wBfuebVD-RZvHg,EL rey más nefasto  y saqueador de toda la historia de España,[0. 0. 0. ... 0. 0. 0.],nefasto saqueador toda historia espa,-1.0
4544,VNtgyKyh4RQ,UCODCwwKqCeBhmoWJfi8Uukw,si este gorrón que se enriqueció acosta de los españoles hubiera pensado cuando lo hicieron rey en meter en la cárcel a todos los fachas que torturaron y asesinaron a gente inocente durante  la dictadura de pachin  como hicieron     con pinoche mejor nos hubiera  ido en este pais,[0. 0. 0. ... 0. 0. 0.],gorr enriqueci acosta espa ole pensado hicieron meter rcel facha torturaron asesinaron gent inocent dictadura pachin hicieron pinoch mejor pai,-1.0
4545,VNtgyKyh4RQ,UClKt9Kz6z51cbkvPputwp4Q,"Me recomendaron estos vídeos para estudiar.... madre mía, menuda sesión de lobotomia
",[0. 0. 0. ... 0. 0. 0.],recomendaron deo estudiar madr menuda sesi lobotomia,-1.0
4547,VNtgyKyh4RQ,UCqYckeL5ieUWIdxheLlw-gw,Manipulacion y propaganda,[0. 0. 0. ... 0. 0. 0.],manipulacion propaganda,-1.0
4552,VNtgyKyh4RQ,UCxfvy2uMi76UTRW9Mtm6oBg,"¿Qué hace el rey? ¿Qué produce, en qué ayuda a España?",[0. 0. 0. ... 0. 0. 0.],hace produc ayuda espa,-1.0
4553,Gck3F3QYchk,UCcbnnViPPCLoqSGWFILx-Ow,"Borbones fuera, republica socialista federal.",[0. 0. 0. ... 0. 0. 0.],borbon republica socialista feder,-1.0
4555,f5eh5QwAglk,UCF6Wn2-cIcnL1gR7zhpG9PA,"La verdad siempre sale a la luz,""la corrupción es el propio Rey Juan Carlos"",en nosotros está cambiar la realidad pero en este país no hay más ciego que el que no quiere ver.¿Hasta cuándo seguiremos tragando con esta pantomima de sistema?",[0. 0. 0. ... 0. 0. 0.],verdad siempr sale corrupci propio juan carlo cambiar realidad ciego quier seguiremo tragando pantomima sistema,-1.0
4562,f5eh5QwAglk,UCBPW9vsoHkw4U1QCF9AB6bg,Monarquía = corrupción,[0. 0. 0. ... 0. 0. 0.],monarqu corrupci,-1.0
4569,f5eh5QwAglk,UCstV6RWaxKH5ZHyrpAZmXog,Juan Carlos traicionando a su padre aceptó el nombramiento de Franco.Nada puede haber hecho por la Democracia sino impedir su llegada ya que esta ni ha venido ni se la espera.,[0. 0. 0. ... 0. 0. 0.],juan carlo traicionando padr acept nombramiento franco pued haber hecho democracia sino impedir llegada venido espera,-1.0
4573,f5eh5QwAglk,UCiInh-xa7wnh1WFpEqzBG_A,"Antonio Garcia Trevijano habla sin miedo las VERDADES del heredero franquista
Juan Carlos de Borbon. ",[0. 0. 0. ... 0. 0. 0.],antonio garcia trevijano habla miedo verdad heredero franquista juan carlo borbon,-1.0
4577,B0I0qZwbWuc,UC3TcmekMQqEoElCjzRJTHBQ,Todo el mundo se muere en un accidente de coche o que :/,[0. 0. 0. ... 0. 0. 0.],mundo muer accident coch,-1.0
4581,B0I0qZwbWuc,UCLdTW0HWHesX54_GFFA8w4Q,La desgracia de España y la hispanidad fueron los putos Borbones franceses.. empezando por Fernando VII y finalizando con el prófugo asesino de elefantes!! Los franceses mas listo le cortaron la cabeza para que no jodan mas!!,[0. 0. 0. ... 0. 0. 0.],desgracia espa hispanidad puto borbon frances empezando fernando finalizando fugo asesino elefant frances listo cortaron cabeza jodan,-1.0
4582,B0I0qZwbWuc,UCTpx6XorvbWap6RfwtJjvKA,ES TRONO DE SION MALDITOS INFELICES  LADRONES...,[0. 0. 0. ... 0. 0. 0.],trono sion maldito infelic ladron,-1.0
4583,B0I0qZwbWuc,UCGn1VfV05fTv_TI4Ydcq9Kg,Que vayan a las urnas también . Haber si los eligen o no. Ya vale tanta imposición para que luego nos pase lo de Juan Carlos I que se ha reído de todos los Españoles.,[0. 0. 0. ... 0. 0. 0.],vayan urna tambi haber eligen vale tanta imposici luego pase juan carlo espa ole,-1.0
4585,B0I0qZwbWuc,UC-ygsGD3JEtAUqDoT7X9sug,"Alejen a los Borbones de los automóviles, amor de Dios",[0. 0. 0. ... 0. 0. 0.],alejen borbon autom vile amor dio,-1.0
4590,B0I0qZwbWuc,UCW58y69ay2yRH3Qo-Wc8xOw,"Objetivamente el General D. Francisco Franco (q.e.p.d.) fué en mejor gobernante que ha tenido España desde Carlos IV (inclusive). 
En cuanto a patriotismo, inteligencia y ""buen hacer"".
Al final le faltaron tres o cuatro años para ""culminar su ingente"" Obra y Legado.
Quien quiera 'replicarme' que simplemente investigue y haga acopio de DATOS OBJETIVOS internacionalmente irrefutables (""Dato mata relato"") de con cuales índices, cifras, parangones y lugares en los rankings, dejó a España a su fallecimiento en un hospital público en 1975. Y luego simplemente compárelos con los de ""antes de él"", o con los desastrosos de ahora.

¡Ah! La verdadera Historia jamás debe de ser sesgada, tergiversada o DOGMÁTICAMENTE DECLARADA OBLIGATORIA *POR LEY* . Si ello sucede es «prueba palmaria» de su falsedad y endeblez probatoria. 
Por MIEDO a una Verdad incómoda.
 🇪🇸 |❌| ✝️🛐
¡Arriba España!, ¡Una, Grande y Libre!
¡Viva Cristo Rey!",[0. 0. 0. ... 0. 0. 0.],objetivament gener francisco franco mejor gobernant espa carlo inclus cuanto patriotismo inteligencia buen hacer final faltaron tre cuatro culminar ingent obra legado quiera replicarm simplement investigu haga acopio dato objetivo internacionalment irrefut dato mata relato cual ndice cifra parangon lugar rank espa fallecimiento hospit blico luego simplement comp relo desastroso ahora verdadera historia debe sesgada tergiversada dogm ticament declarada obligatoria ello suced prueba palmaria falsedad endeblez probatoria miedo verdad moda arriba espa grand libr viva cristo,-1.0
4593,B0I0qZwbWuc,UCXxD8CAQPiifAfII1-oxbug,Ya cambien el metodo de muerte que ya es sospechoso 😂😂😂,[0. 0. 0. ... 0. 0. 0.],cambien metodo muert sospechoso,-1.0
4595,B0I0qZwbWuc,UC-ICFTz9zLBVCgxfOJaGJIA,Gentuza y más gentuza,[0. 0. 0. ... 0. 0. 0.],gentuza gentuza,-1.0
4598,b5ZvBBd7J90,UCcid08dhmRaOsdi4NT_6Mrw,"Su video presenta información incompleta y busca desinformar y confundir. Usted necesita conocer las diferencias entre monarquías constitucionales modernas ya que no todas son iguales. Sugerimos investigue la diferencia entre la monarquía británica, belga y de Liechtenstein en lo referente a poder de veto del monarca, roles del monarca, así como la forma de financiamiento y beneficios que trae la monarquía a cada país: https://www.youtube.com/watch?v=_xOhmf0uJWM

También sugerimos investigue mejor sus argumentos en idioma inglés y no sólo en español, ya que usted menciona información incompleta, por tanto, sus comentarios son medias verdades y con tendencias sensacionalistas.",[0. 0. 0. ... 0. 0. 0.],video presenta informaci incompleta busca desinformar confundir ust necesita conoc diferencia monarqu constitucional moderna toda igual sugerimo investigu diferencia monarqu brit nica belga liechtenstein referent poder veto monarca role monarca forma financiamiento beneficio trae monarqu cada http youtub watch xohmf ujwm tambi sugerimo investigu mejor argumento idioma ingl espa ust menciona informaci incompleta comentario media verdad tendencia sensacionalista,-1.0
4599,NygVTB08oKc,UCzDmu6QviXbf0cbeFBh2_zA,"¿Qué te ha parecido el vídeo? ¿Te ha servido para repasar? ¿Cómo llevas la Selectividad? ¿Quieres desahogarte conmigo? 😅 ¡Escríbeme aquí debajo! 👇🏻

¡No te pierdas la SERIE SOBRE HISTORIA DE ESPAÑA🇪🇸 PARA EBAU! ➡️ ​http://bit.ly/HistoriadeEspana​",[0. 0. 0. ... 0. 0. 0.],parecido servido repasar lleva selectividad quier desahogart conmigo escr beme debajo pierda seri historia espa ebau http historiadeespana,-1.0
4602,NygVTB08oKc,UClQ6SXF4brpT_uXOZgHby6w,"No podemos ni debemos considerar a la invasión musulmana, propiciada y alentada en parte por un conde traidor y unos aspirantes a gobernar un reino en disputa, como algo nuestro. Hispaniae Visighotorum Regnum. Ya era una entidad politica y religiosa con 4 millones de hispanos visigodos, con otro idioma, otra cultura y otra religión totalmente contraria a la que traían los musulmanes. Por tanto estos invasores había que combatirlos y expulsarlos de unas tierras que no les pertenecían puesto que ya estaban ocupadas.",[0. 0. 0. ... 0. 0. 0.],podemo debemo considerar invasi musulmana propiciada alentada part cond traidor aspirant gobernar reino disputa hispania visighotorum regnum entidad politica religiosa millon hispano visigodo idioma cultura religi totalment contraria musulman invasor combatirlo expulsarlo una tierra pertenec puesto ocupada,-1.0
4608,NygVTB08oKc,UCbH4nVgCfeY-qvUgB7eOw0g,"Me gustó tus explicaciones, porque no hay una historia la loca y más manipulada que la de España, una historia a expensa a los juegos político y religioso y manipula por el poder político religioso, porque cuando me hablan de invasión, y leo la historia, no encuentro invasores, porque lo veo a todos como invasores, o acaso los visigodos eran de origen ibérico??, No, o acaso los banu Qasi del Conde Casio, eran ibéricos ??, No, o acaso petru ( Pedro) de Cantabria era ibérico??, No, o acaso Aznar Galíndez, era de origen ibérico ?? No, o acaso Enrique de Borgoña, que se le dió el condado de portucales que es Portugal, era ibérico??, Cuando veo tantas verborrea históricas, manipuladas por el poder político--religioso que siempre quieren presentar a los árabes como los únicos invasores creo que todos fueron invasores, y para enredar aún más el panorama histórico los reyes católicos al junto del clero, no proclaman una independencia, de todos los poderes foráneos, sinó lo que  hacen es rescatar y dar como buena y calidad a otra invasión, y darle legitimidad españolistica, que fue a los Reinados visigodos, osea que los Reyes católicos no se interesaron por formar una constitución con el sentir Español, sinó que su evaluación de dentro de los grupos invasores, eligieron al que religiosamente lo representaba más, eligieron a los visigodos, y lo más insólitos es que los historiadores, nunca dicen guerras religiosas o entre religiones, usan una palabra, que ellos deberían de analizarla antes de mencionarla, que es la palabra guerras Cristiana, usando el nombre de alguien que estuvo totalmente en contra de la guerra, más bien dijo el señor Jesucristo, que el que con espada mata a espada tiene que morir, Cristo no es de guerra Cristo es de paz, el único que fomenta guerras y enemistad entre los seres humanos es Satanás, y menos que lo hacían No, con la biblia, leyendoselas para que acepten a Cristo voluntariamente, No, era con las espadas y sometidos involuntariamente, me duele en lo más profundo de mi corazón cuando oigo que mencionan a alguien tan limpio y tan puro como Jesucristo, en sus sucias y asquerosas guerras, y todo eso con todas las complicidad político religioso, bendiciones para ti me gustó tu narración",[0. 0. 0. ... 0. 0. 0.],gust explicacion historia loca manipulada espa historia expensa juego tico religioso manipula poder tico religioso hablan invasi historia encuentro invasor invasor acaso visigodo origen rico acaso banu qasi cond casio rico acaso petru pedro cantabria rico acaso aznar ndez origen rico acaso enriqu borgo condado portucal portug rico tanta verborrea hist rica manipulada poder tico religioso siempr quieren presentar rabe nico invasor creo invasor enredar panorama hist rico rey lico junto clero proclaman independencia poder neo hacen rescatar buena calidad invasi darl legitimidad espa olistica reinado visigodo osea rey lico interesaron formar constituci sentir espa evaluaci dentro grupo invasor eligieron religiosament representaba eligieron visigodo lito historiador nunca dicen guerra religiosa religion usan palabra deber analizarla mencionarla palabra guerra cristiana usando nombr alguien totalment guerra bien dijo jesucristo espada mata espada morir cristo guerra cristo nico fomenta guerra enemistad sere humano satan meno biblia leyendosela acepten cristo voluntariament espada sometido involuntariament duel profundo coraz oigo mencionan alguien limpio puro jesucristo sucia asquerosa guerra toda complicidad tico religioso bendicion gust narraci,-1.0
