,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
5839,rGrcQ7fQ5l8,UCV7mTeCbjgfDX2GH50JSRXw,"Mi profe de historia nos puso este link para que lo vieramos .___________. 


Pero me ayudó :^ en mi tarea 
Graciaaas!! :]",[0. 0. 0. ... 0. 0. 0.],profe historia puso link vieramo ayud tarea graciaaa,0.0
5840,rGrcQ7fQ5l8,UCOcj6SjSGRAk4_9XNv4kk_g,Hac tre años KHEEEE quie los que lo vieron en  2023,[0. 0. 0. ... 0. 0. 0.],kheeee quie vieron,0.0
5841,rGrcQ7fQ5l8,UCwR4Cd_0HLeM7SBN7HkV4eA,Aquí los que están viendo esto por una tarea re larga de historia,[0. 0. 0. ... 0. 0. 0.],viendo tarea larga historia,0.0
5843,rGrcQ7fQ5l8,UCXksn96m1GaMt7O8fLT6mDA,tambien se puede hacer volteado si es para papelote?,[0. 0. 0. ... 0. 0. 0.],tambien pued hacer volteado papelot,0.0
5844,rGrcQ7fQ5l8,UCdEepaYZcKnYBK7IqVuil0A,Aquí viendo por la maestra nos dejó que isieramos uno del sistema endocrino,[0. 0. 0. ... 0. 0. 0.],viendo maestra isieramo sistema endocrino,0.0
5846,rGrcQ7fQ5l8,UC9Qs9ptIImFLp2INAxYFyPw,Biem,[0. 0. 0. ... 0. 0. 0.],biem,0.0
5849,rGrcQ7fQ5l8,UCdMaY2lyDIpkKGSfrzQtsRA,Puedes hcer uno de postres peruanos,[0. 0. 0. ... 0. 0. 0.],pued hcer postr peruano,0.0
5850,rGrcQ7fQ5l8,UCdMaY2lyDIpkKGSfrzQtsRA,Puedes hcer uno de postres peruanos,[0. 0. 0. ... 0. 0. 0.],pued hcer postr peruano,0.0
5852,qq2wk5Yg2iQ,UCtk26FTdJomCXzjyIB5TScw,"Los maestros no debemos estar de acuerdo con estas iniciativas, pues va en contra del bienestar de nuestros alumnos. Esto es un retroceso a los avances científicos en materia de biología. No a la ideología de género.",[0. 0. 0. ... 0. 0. 0.],maestro debemo acuerdo iniciativa pue bienestar alumno retroceso avanc cient fico materia biolog ideolog nero,0.0
5854,qq2wk5Yg2iQ,UCEIzYzNE4ZcxP_AqP5vYbyA,"En total de acuerdo, todos debemos hacer valer nuestras libertades porque como también dice esta nueva ley, <Vivimos en una sociedad democrática>, pues que no se obligue.",[0. 0. 0. ... 0. 0. 0.],total acuerdo debemo hacer valer libertad tambi dice nueva vivimo sociedad democr tica pue obligu,0.0
5855,qq2wk5Yg2iQ,UCVI2U4yogVO_YmxVJsIMAAw,"la ideología de género es eso, una ideología, no ciencia",[0. 0. 0. ... 0. 0. 0.],ideolog nero ideolog ciencia,0.0
5856,qq2wk5Yg2iQ,UCB4gTd8UN7tmK7ZiYK7SlhQ,Gracias maestro: somos pocos los que expresamos que NO NOS TRAGAMOS estas ideologías.,[0. 0. 0. ... 0. 0. 0.],gracia maestro poco expresamo tragamo ideolog,0.0
5859,qq2wk5Yg2iQ,UC3qIkKx3j0SJdnS-eZ4ocyg,Lo que usted no tiene es precisamente perspectiva de género.,[0. 0. 0. ... 0. 0. 0.],ust precisament perspectiva nero,0.0
5860,qq2wk5Yg2iQ,UC3qIkKx3j0SJdnS-eZ4ocyg,Un ejercicio muy simple: en cualquier libro de texto cuenta cuantas imágenes hay de hombres y cuantas de mujeres.,[0. 0. 0. ... 0. 0. 0.],ejercicio simpl cualquier libro texto cuenta cuanta gene hombr cuanta mujer,0.0
5869,qq2wk5Yg2iQ,UC6jb9rW5wrQbwFkKz8Hjocw,"Comparto la opinión que tiene, espero y no se desanime y sienta presión por la ""inclusión"" y deje de expresarse.",[0. 0. 0. ... 0. 0. 0.],comparto opini espero desanim sienta presi inclusi deje expresars,0.0
5872,1e05_rwHvOM,UCS-mFyPs5zGPUrdiYI8bD6Q,O sea que ustedes los chinos son guapísimos rubios y de ojos azules no me hagan reir,[0. 0. 0. ... 0. 0. 0.],usted chino guap simo rubio ojo azul hagan reir,0.0
5873,1e05_rwHvOM,UC1xGhvO9a-dXqfNqpg4BLJw,Y después se quejan del tom chino,[0. 0. 0. ... 0. 0. 0.],despu quejan chino,0.0
5874,1e05_rwHvOM,UCYPsocUebWXOE6JeJhpbvQg,Me imagino que en africa son bien buena gente no son racistas ni nada,[0. 0. 0. ... 0. 0. 0.],imagino africa bien buena gent racista,0.0
5877,1e05_rwHvOM,UC4q8XhbQC_TuJuGheKdtllA,Se creerán mucho mejor que los demás los  come ratas,[0. 0. 0. ... 0. 0. 0.],creer mejor come rata,0.0
5882,1e05_rwHvOM,UCbJl4xJGZvtRePN-qN5h0mQ,No compres productos chinos es un mal pais,[0. 0. 0. ... 0. 0. 0.],compr producto chino pai,0.0
5884,1e05_rwHvOM,UC59MZv9x2WgYllcg7wC3xkQ,No solo es así con los negros.  Están configurados para tener en menos a todos los que no sean chinos.,[0. 0. 0. ... 0. 0. 0.],solo negro configurado tener meno chino,0.0
5890,1e05_rwHvOM,UCjsDag8vCKfIHHr92WaQCiQ,Medio dollar que avaros por lo menos un dollar por niño,[0. 0. 0. ... 0. 0. 0.],medio dollar avaro meno dollar,0.0
5894,bgmBxNxqBsk,UCfxTVYivBop7zNgN7UF4Otg,iPrecentable,[0. 0. 0. ... 0. 0. 0.],iprecent,0.0
5895,bgmBxNxqBsk,UCVCKO3Cgf-vcWPXHsknu3SA,https://youtu.be/00PJFISNwUM?si=i0PQbyHj9YN8wqPx,[0. 0. 0. ... 0. 0. 0.],http youtu pjfisnwum pqbyhj wqpx,0.0
5896,bgmBxNxqBsk,UCtH56r8kDCRcThLLM9a69ZA,Bravo pablo,[0. 0. 0. ... 0. 0. 0.],bravo pablo,0.0
5900,bgmBxNxqBsk,UC2jWTkp1unLbeX57EKO7oXA,Ahora los miembros de la manada tambien se benefician de la ley solo si es si.,[0. 0. 0. ... 0. 0. 0.],ahora miembro manada tambien benefician solo,0.0
5901,bgmBxNxqBsk,UCC9bwFKCBWTGZkOn5PdaCbA,Aces falta en  el congreso el único que miro por los derechos  por los ciudadanos gracias 👍👍👍👍.    💜❤️💛,[0. 0. 0. ... 0. 0. 0.],ace falta congreso nico miro derecho ciudadano gracia,0.0
5906,bgmBxNxqBsk,UCwYvRUkwIJgXtV_opwVqsgA,Que rapido bloqueraon el video del fieston que demostraba lo contrario,[0. 0. 0. ... 0. 0. 0.],rapido bloqueraon video fieston demostraba contrario,0.0
5907,bgmBxNxqBsk,UCgAvtEqjV2UURbfUXBn-Ieg,"Lo que dice paxi es obvio.
Hoy se sabe que no hay que aplicar la ley salvo que vayas contra podemos",[0. 0. 0. ... 0. 0. 0.],dice paxi obvio sabe aplicar salvo vaya podemo,0.0
5908,bgmBxNxqBsk,UCgAvtEqjV2UURbfUXBn-Ieg,"Pero que dice este muchacho?
Hoy no tengo energía para rebatir sandeces.
Si puedo usar la que tengo en defender el sabio refranero español.
Quien evita la ocasión evita el peligro.",[0. 0. 0. ... 0. 0. 0.],dice muchacho energ rebatir sandec puedo usar defend sabio refranero espa evita ocasi evita peligro,0.0
5910,bgmBxNxqBsk,UCGMlxSdMr8FfzKDiDEI_ZXw,Todo acto sexual debe ser en interes mutuo y lo contrsrio es delito y pena .,[0. 0. 0. ... 0. 0. 0.],acto sexual debe inter mutuo contrsrio delito pena,0.0
5911,yAddqqupRFw,UCqouEv7PVjdrNE5eTrUXAoQ,"Para que sea mas inclusivo, falta el subtitulo.",[0. 0. 0. ... 0. 0. 0.],inclusivo falta subtitulo,0.0
5912,yAddqqupRFw,UCIVprOX0CKsF_0x1nK7H5Wg,Hola,[0. 0. 0. ... 0. 0. 0.],hola,0.0
5913,yAddqqupRFw,UCawI4Lg_1CGBx2NEv5lAcuQ,Enterado,[0. 0. 0. ... 0. 0. 0.],enterado,0.0
5915,yAddqqupRFw,UC0K1hKvxVZvnVPiW02-WXUQ,Disculpe ese tema del alcohol es un deber lice,[0. 0. 0. ... 0. 0. 0.],disculp tema alcohol deber lice,0.0
5916,yAddqqupRFw,UC-uti_r0bZ8B-O6dqNNwwsQ,Like si vi vienes por la tarea,[0. 0. 0. ... 0. 0. 0.],like vien tarea,0.0
5917,yAddqqupRFw,UCn3LULyOkkhRb1l7kzo8QDg,me sirve mucho para la prueba del martes,[0. 0. 0. ... 0. 0. 0.],sirv prueba mart,0.0
5918,yAddqqupRFw,UCzpMQeToe-QoxmG9HFztjTg,Quien vino por tarea 🤐,[0. 0. 0. ... 0. 0. 0.],vino tarea,0.0
5919,yAddqqupRFw,UC8gwQqkrYlSqXQHS29uXF6w,Gracias con este vídeo mi profesora (una bruja ) me pondrá 100 (espero) y no reprobare  y profesor si ve mi esto por fa no nos haga buscar estoooo 😒y por que amiii y a mis compañeros mas fácil y ami me hace buscar esta cosa😣😣😷😢,[0. 0. 0. ... 0. 0. 0.],gracia profesora bruja pondr espero reprobar profesor haga buscar estoooo amiii compa ero hace buscar cosa,0.0
5920,yAddqqupRFw,UCdMrgs3b1FKZCIqFLIYKUig,Judy páseme desarrollo,[0. 0. 0. ... 0. 0. 0.],judi seme desarrollo,0.0
5922,yAddqqupRFw,UCoAz-olPjescLpYYBUSqeEA,"el comercial de llamanos el video: 
por ke",[0. 0. 0. ... 0. 0. 0.],comerci llamano video,0.0
5924,yAddqqupRFw,UCMfisMsiSWZQU8uwDef0Vlg,Viva la mota ya ongos i alcol i bodca,[0. 0. 0. ... 0. 0. 0.],viva mota ongo alcol bodca,0.0
5925,yAddqqupRFw,UCs1VHpQUQg8Zv5gXsV68lPg,Quien viene por qué l maestra de 6 grado de primaria les mando esto,[0. 0. 0. ... 0. 0. 0.],vien maestra grado primaria mando,0.0
5926,yAddqqupRFw,UCTeAW5ICp0HNY-9Bs6X19Vw,quien viene por la tarea ;-;,[0. 0. 0. ... 0. 0. 0.],vien tarea,0.0
5927,yAddqqupRFw,UCzI13cNEAx1HxgPmHp2NI1w,Me vale un pitito,[0. 0. 0. ... 0. 0. 0.],vale pitito,0.0
5928,yAddqqupRFw,UCqv5vki1wFa4W9_boP55ZKw,Yo pienso que simplemente deberían de hacer un programa que ayuden a los que caen en esas adicciónes y que se use solo medicinalmentw,[0. 0. 0. ... 0. 0. 0.],pienso simplement deber hacer programa ayuden caen adicci solo medicinalmentw,0.0
5930,yAddqqupRFw,UChDXcxlrpE5m_p6AJ3f9v6g,Interesante,[0. 0. 0. ... 0. 0. 0.],interesant,0.0
5931,I0POputJVU4,UCzz190dzHrQS5lSKVTFwIVQ,"O sea que el  estrés no es bueno ni malo doctora,es depende de como lo gestiones, saludos de una  colega de Córdoba Veracruz ❤",[0. 0. 0. ... 0. 0. 0.],estr bueno malo doctora depend gestion saludo colega rdoba veracruz,0.0
5932,I0POputJVU4,UCQzyL5h032zsVvbsKO-EBnw,Distres,[0. 0. 0. ... 0. 0. 0.],distr,0.0
5935,I0POputJVU4,UCFFOHY-ANyvAXAVaU3D7m7Q,Y cómo se consigue la sencillez de pensamiento?,[0. 0. 0. ... 0. 0. 0.],consigu sencillez pensamiento,0.0
5938,I0POputJVU4,UCW32AuuzyYwuuqhOvDi_sAg,Buenas tardes disculpe estoy pasando problemas iestoy con pensamientos malos,[0. 0. 0. ... 0. 0. 0.],buena tard disculp pasando problema iestoy pensamiento malo,0.0
5941,I0POputJVU4,UCDdIR0A-_Iog_qgwK6q-32w,Marian ayúdame por favor,[0. 0. 0. ... 0. 0. 0.],marian dame favor,0.0
5943,I0POputJVU4,UCyma1IsYuYUpX4Rp8onBP8w,Muchas gracias,[0. 0. 0. ... 0. 0. 0.],mucha gracia,0.0
5944,I0POputJVU4,UC0VlBBBRFewML7qIxvfnMmA,"Por favor ser un poco más explícita , ¿ qué es sencillez de pensamiento?",[0. 0. 0. ... 0. 0. 0.],favor expl cita sencillez pensamiento,0.0
5946,I0POputJVU4,UCg_05Gs76WNMvbuG5jQUTuA,Gracias señora o señorita usted al igual que Dios me ayuda mucho ❤️,[0. 0. 0. ... 0. 0. 0.],gracia orita ust igual dio ayuda,0.0
5948,I0POputJVU4,UCVm4v2r81P7t4zbGSTert1Q,"Eso no es fácil,  vivimos en mundo de tensión por lo menos los q no tenemos dinero para hacer frente al día  a  día",[0. 0. 0. ... 0. 0. 0.],vivimo mundo tensi meno dinero hacer frent,0.0
5951,4JDu69Jy41Y,UCYXOw0Ygv16Eibs5MWBhPqQ,Pa que bueno,[0. 0. 0. ... 0. 0. 0.],bueno,0.0
5952,4JDu69Jy41Y,UCzl63g2DFs8YdCbq_b65G9Q,"La peor pobreza es la mental, es muy cierto que el pobre es pobre porque quiere, porque si en vez de conformarse con lo suficiente para vivir, prefiere frustrarse por los acontecimientos impredecibles e inevitable de la vida, entonces pobre de el. Los ricos también son pobres,  solo viven una vida superficial, llena de vacíos tras satisfacer todas sus necesidades posibles y a su alcance, solo para después darse cuenta que el dinero no lo es todo, y que hubiera Sido mejor la atención de papá y mamá, pobre de ellos!

En conclusión, de nada sirve salir a la calle y pensar que es el mundo real, cuando todos llevan puesta su máscara de apariencia, solo para que lo vean como el quiere ser visto y no como es. Hay que tener cuidado con el dinero, te puede moldear, tu esencia, personalidad, y comportamiento.",[0. 0. 0. ... 0. 0. 0.],peor pobreza mental cierto pobr pobr quier conformars suficient vivir prefier frustrars acontecimiento impredec inevit vida entonc pobr rico tambi pobr solo viven vida superfici llena tra satisfac toda necesidad posibl alcanc solo despu dars cuenta dinero sido mejor atenc pobr conclusi sirv salir call pensar mundo real llevan puesta scara apariencia solo vean quier visto tener cuidado dinero pued moldear esencia personalidad comportamiento,0.0
5953,4JDu69Jy41Y,UCCdAtsIJcvV79Ok9FP3lApw,"Nadie elige el baño con el que nacer, pero uno sí decide cómo vivirá y de eso depende el baño que va a elegir para su futuro.",[0. 0. 0. ... 0. 0. 0.],nadi elig nacer decid vivir depend elegir futuro,0.0
5957,4JDu69Jy41Y,UCOSrm9oxUKrU07wHXIreZhw,POBRE😂😂😂😂😂😂😂,[0. 0. 0. ... 0. 0. 0.],pobr,0.0
5959,4JDu69Jy41Y,UCQb8sQosKdUQmcXBflN7xZQ,Parda,[0. 0. 0. ... 0. 0. 0.],parda,0.0
5960,4JDu69Jy41Y,UC5gJkILMH9qXPAmKcLkVW7g,Recuerden que esta persona tiene ahora un cargo en el Estado y que se burla de los pacientes con cáncer.,[0. 0. 0. ... 0. 0. 0.],recuerden persona ahora cargo burla pacient ncer,0.0
5961,4JDu69Jy41Y,UCKbHR2MjLF2nLSJIVu60Rvg,"Esta mina no es ejemplo de nada. Si quieren ejemplos de resiliencia miren a gente como Nick Vujicik, Dwayne Johnson o Ronaldinho. Gente que salió adelante SOLA, sin robar plata del Estado.",[0. 0. 0. ... 0. 0. 0.],mina ejemplo quieren ejemplo resiliencia miren gent nick vujicik dwayn johnson ronaldinho gent sali adelant sola robar plata,0.0
5963,4JDu69Jy41Y,UCCFdwXJhBut6LwatYzf5K7g,Ahora no solo dejo de ser pobre si no a agarrar un puesto en el estado y a burlarse de alguien que tiene un familiar enfermo con leucemia,[0. 0. 0. ... 0. 0. 0.],ahora solo dejo pobr agarrar puesto burlars alguien familiar enfermo leucemia,0.0
5969,4JDu69Jy41Y,UCDBzLTPXn-_yI7fg9zoNRQw,Salida de la pobreza pero ahora se dedica a burlarse del cáncer,[0. 0. 0. ... 0. 0. 0.],salida pobreza ahora dedica burlars ncer,0.0
5973,Xld747OfzfM,UCTB0kjZIalRmdnuyaqVelfg,Gracias ❤,[0. 0. 0. ... 0. 0. 0.],gracia,0.0
5976,Xld747OfzfM,UCq6glzA0bzZSD-jnCjiCfnw,Gracias por nos hacer despertar con este video. Se cambiarnos nuestra mente el mundo cambia. El mundo tiene que ver este video. Se necessitas de ayuda para traducir al portugues te lo hago.,[0. 0. 0. ... 0. 0. 0.],gracia hacer despertar video cambiarno ment mundo cambia mundo video necessita ayuda traducir portugu hago,0.0
5978,Xld747OfzfM,UCI6mAPfpV0dgAN7OzkLBoxQ,"Hola. Tengo una duda, y es que no me queda claro hasta qué punto una cosa es micro agresión, o es que estamos escogiendo un marco de referencia equivocado para entender lo que dice el otro.
En plan, si alguien suelta que la historia es una asignatura aburridísima mientras está hablando ¿a qué viene que yo le salga con que la asignatura no tiene la culpa de que sus profesores de historia hayan sido un truño y que esa es solamente su experiencia? O sea, podría decirselo, pero entiendo de antemano que su sentencia ahi no es que trate de decir nada sobre la asignatura, sino más bien de describir su postura en frente a esa, de su realidad, para decir algo que precísamente va mas allá de lo que esta persona verdaderamente opine sobre la asignatura.
Del mismo modo, si alguien me dice a mí, persona de rasgos orientales, ""wow, que bien hablas el español"", ¿porqué debo dar a entender que a lo que se refiere (con esta comparación) es a todas las personas con rasgos orientales y no a las que esta persona mayoritariamente se ha encontrado? En contra, pienso que tiene la intención de hacerme saber que, en su entorno, no ha sido cosa habitual encontrarse con alguien como yo hablando correctamente, y yo no tengo por qué asumir que la persona que me lo dice cree que seamos incapaces de hablar debidamente. Podría hasta ser una forma de darme las gracias por aprender yo a hablar tan bien su lengua en su casa.
Una vez me dijeron en itália ""¿y qué, ya has robado una bici?"", por ser español. Y en vez de enfadarme por tratarnos de ladrones, mas bién me supo mal que estubiéramos dando esa imagen, aunque solo fuesen unos pocos españoles (de todos los que había allí) los que efectivamente robaban bicis. Sí, de mí país sale esta gente, respondí, porque entendía que SU realidad en ese momento de la conversacion, era que llegaron españoles y empezaron a desaparecer bicicletas (y no supuse que en el fondo piensa que los españoles somos todos unos ladrones).
Otra que se me ocurre. Si alguien me dice ""no lo haces nada mal para ser padre"" cuando alguien me ve cuidando bién de mi hijo, ¿qué culpa tiene esa persona, y por qué tiene que molestarme a mí, que la mayoría de padres con los que se ha encontrado ella, no le hayan resultado tan buen ejemplo como deberían? ¿Tendría que asumir, en lugar de eso, que se piensa que los hombres no tenemos lo que se requiere para ejercer bien como padres?
¿En qué punto debo ignorar la realidad del hablante en un momento dado, para tomarme a modo literal/absoluto lo que me está diciendo, y entenderlo como una agresión? ¿No tengo yo, como oyente, la responsabilidad de intentar entender lo que el hablante pretende decirme? Puede ser que se trate de micro agresión, por supuesto, pero no me parece algo que yo pueda juzgar analizando solamente una frase (sino mas bien unas cuantas, asi como tambien el tono de voz, como es la persona, etc etc), ¿no parece? Veo que la intención es buena, pero a la practica me da a mí que esto se traduce en saber identificar frases facilmente para luego catalogar a la gente indiscriminadamente en base a cosas que realmente no son.
Lo demás muy bien",[0. 0. 0. ... 0. 0. 0.],hola duda queda claro punto cosa micro agresi escogiendo marco referencia equivocado entend dice plan alguien suelta historia asignatura aburrid sima mientra hablando vien salga asignatura culpa profesor historia sido solament experiencia podr decirselo entiendo antemano sentencia trate decir asignatura sino bien describir postura frent realidad decir prec sament persona verdaderament opin asignatura mismo modo alguien dice persona rasgo oriental bien habla espa porqu debo entend refier comparaci toda persona rasgo oriental persona mayoritariament encontrado pienso intenc hacerm saber entorno sido cosa habitu encontrars alguien hablando correctament asumir persona dice cree incapac hablar debidament podr forma darm gracia aprend hablar bien lengua casa dijeron robado bici espa enfadarm tratarno ladron supo estubi ramo dando imagen aunqu solo poco espa ole efectivament robaban bici sale gent respond entend realidad momento conversacion llegaron espa ole empezaron desaparec bicicleta supus fondo piensa espa ole ladron ocurr alguien dice hace padr alguien cuidando hijo culpa persona molestarm mayor padr encontrado resultado buen ejemplo deber tendr asumir lugar piensa hombr requier ejerc bien padr punto debo ignorar realidad hablant momento dado tomarm modo liter absoluto diciendo entenderlo agresi oyent responsabilidad intentar entend hablant pretend decirm pued trate micro agresi supuesto parec pueda juzgar analizando solament frase sino bien una cuanta tambien tono persona parec intenc buena practica traduc saber identificar frase facilment luego catalogar gent indiscriminadament base cosa realment bien,0.0
5979,Xld747OfzfM,UCwH5VvDavYwClDoOEh8bwQA,"Un conocido, muy de izquierdas, abierto de mente y muy madrileño él, me dijo que para ser yo catalán hablaba bien el castellano. Lo mandé a tomar por saco y me dijo que no entendía por qué me había enfadado.",[0. 0. 0. ... 0. 0. 0.],conocido izquierda abierto ment madril dijo catal hablaba bien castellano mand tomar saco dijo entend enfadado,0.0
5981,Xld747OfzfM,UCn-iQOsAwoeoBSUjv-4N5Ug,Magnífica explicación. Muchísimas gracias por documentar y divulgar un contenido tan necesario 🌱,[0. 0. 0. ... 0. 0. 0.],magn fica explicaci much sima gracia documentar divulgar contenido necesario,0.0
5987,Xld747OfzfM,UCy9GQHINnBqS1nvyNjyqA4A,"Gracias por hacer este video y aclarar sobre la violencia que hay y lo poco de lo que hablan de ella en la sociedad y en el dia de hoy, y las violencias que hay pueden ser más dfíciles de ver y de reconocerlas como los estereotipos y los prejuicios, y yo no tenía en claro cuales eran los niveles de la violencia, y esto hace la pirámide de la violencia, y todas estas se presentan de diferente manera y gracias a este video aclara como puedes identificarlos. La discriminación llega igualmente a los hombres y a las mujeres ya que ambos somos maltratados física y psicologicamente, pero podemos trabajar en que no siempre sea así para minimizar esto y algún día que se hagan mas pequeños los casos así, y primero es informarse e identficar que tipo de violencia esta ocurriendo.",[0. 0. 0. ... 0. 0. 0.],gracia hacer video aclarar violencia hablan sociedad violencia pueden cile reconocerla estereotipo prejuicio claro cual nivel violencia hace mide violencia toda presentan diferent manera gracia video aclara pued identificarlo discriminaci llega igualment hombr mujer ambo maltratado sica psicologicament podemo trabajar siempr minimizar hagan pequ caso primero informars identficar tipo violencia ocurriendo,0.0
5988,Xld747OfzfM,UC3goHx3i4JsGtjiCGDhnPLg,Has visto a ruben Gilbert burlandose de tu video en su canal???,[0. 0. 0. ... 0. 0. 0.],visto ruben gilbert burlandos video canal,0.0
5992,7q6ALri5ba8,UCOKYiZw7MJRFBM6xxgaIQug,Colo puedo conseguir una cita con ella please...,[0. 0. 0. ... 0. 0. 0.],colo puedo conseguir cita pleas,0.0
5994,7q6ALri5ba8,UC0Y4bapaZ761-d0_iYwpFeQ,Es muy Marian Roja muy inteligente pero no hagas los videos tan largos,[0. 0. 0. ... 0. 0. 0.],marian roja inteligent haga video largo,0.0
5995,7q6ALri5ba8,UCQ58icNpHqeQDHi27PP49Dw,"Alguien me resume xfa.
Cuales son las 3 puertas?",[0. 0. 0. ... 0. 0. 0.],alguien resum cual puerta,0.0
6003,7q6ALri5ba8,UCjwJi7TcpJzAV-T3OJvFImQ,Por favor tomen turnos para hablar.,[0. 0. 0. ... 0. 0. 0.],favor tomen turno hablar,0.0
6004,7q6ALri5ba8,UCkv64Dg0asGpj3vk1koRuNw,"Gracias por publicar un video así aquí, hay tanta dignidad y respeto por una mujer independiente. Pasé 18 años trabajando e invirtiendo en Estados Unidos. Ahora tengo 38 años y tengo alrededor de 4 fuentes de ingresos. Mantener a mi marido y a mis hijos y comprar lo que quiero sin pedir dinero a nadie. Nada es más divertido que eso. Muchas mujeres tienen que ponerse a trabajar, independientemente de la situación económica de su marido o pareja.",[0. 0. 0. ... 0. 0. 0.],gracia publicar video tanta dignidad respeto mujer independient trabajando invirtiendo unido ahora alrededor fuent ingreso manten marido hijo comprar quiero pedir dinero nadi divertido mucha mujer poners trabajar independientement situaci econ mica marido pareja,0.0
